run_id,lineAvailability,unplannedDowntimeCount,unplannedDowntimeMinutes,avgCycleMinutes,changeoverEventCount,wipPeak,rippleEffectMinutes,failurePredictionLeadTime,maintenanceCost,plannedMaintMinutes,completedCount
1,1.000000,0,0.00,63.7827,136,104,0.00,0.0000,0.00,0.00,953
2,1.000000,0,0.00,63.1787,121,77,0.00,0.0000,0.00,0.00,928
3,1.000000,0,0.00,62.9401,129,88,0.00,0.0000,0.00,0.00,976
4,1.000000,0,0.00,63.6805,135,88,0.00,0.0000,0.00,0.00,957
5,1.000000,0,0.00,64.1174,147,99,0.00,0.0000,0.00,0.00,968
6,1.000000,0,0.00,64.8665,159,120,0.00,0.0000,0.00,0.00,947
7,1.000000,0,0.00,64.7921,178,129,0.00,0.0000,0.00,0.00,992
8,1.000000,0,0.00,64.9052,138,99,0.00,0.0000,0.00,0.00,972
9,1.000000,0,0.00,64.7415,156,125,0.00,0.0000,0.00,0.00,941
10,1.000000,0,0.00,62.4830,104,81,0.00,65.9334,8719.06,720.00,894
11,1.000000,0,0.00,64.0383,159,110,0.00,0.0000,0.00,0.00,930
12,1.000000,0,0.00,64.9572,145,115,0.00,12.8131,5443.48,720.00,973
13,1.000000,0,0.00,64.5927,157,124,0.00,0.0000,0.00,0.00,966
14,1.000000,0,0.00,62.7572,133,82,0.00,0.0000,0.00,0.00,944
15,1.000000,0,0.00,63.1914,144,110,0.00,0.0000,0.00,0.00,980
16,1.000000,0,0.00,63.9579,155,116,0.00,0.0000,0.00,0.00,1000
17,1.000000,0,0.00,62.9176,123,87,0.00,0.0000,0.00,0.00,944
18,1.000000,0,0.00,64.3136,158,105,0.00,0.0000,0.00,0.00,979
19,1.000000,0,0.00,63.7883,131,100,0.00,0.0000,0.00,0.00,947
20,1.000000,0,0.00,63.9359,140,109,0.00,0.0000,0.00,0.00,939
21,1.000000,0,0.00,64.6481,160,114,0.00,0.0000,0.00,0.00,950
22,1.000000,0,0.00,66.3745,161,125,0.00,0.0000,0.00,0.00,941
23,1.000000,0,0.00,65.7117,171,127,0.00,0.0000,0.00,0.00,938
24,1.000000,0,0.00,64.9703,153,116,0.00,0.0000,0.00,0.00,913
25,1.000000,0,0.00,63.9208,144,104,0.00,12.9172,15071.82,720.00,980
26,1.000000,0,0.00,62.7991,126,92,0.00,0.0000,0.00,0.00,1002
27,1.000000,0,0.00,63.0543,122,82,0.00,0.0000,0.00,0.00,943
28,1.000000,0,0.00,64.0562,139,91,0.00,0.0000,0.00,0.00,963
29,1.000000,0,0.00,63.7590,151,108,0.00,0.0000,0.00,0.00,987
30,1.000000,0,0.00,63.1591,120,76,0.00,0.0000,0.00,0.00,947
31,1.000000,0,0.00,63.5708,131,88,0.00,0.0000,0.00,0.00,984
32,1.000000,0,0.00,63.4704,145,99,0.00,0.0000,0.00,0.00,929
33,1.000000,0,0.00,64.0383,142,105,0.00,0.0000,0.00,0.00,961
34,1.000000,0,0.00,65.0651,169,110,0.00,16.5032,6051.40,720.00,940
35,1.000000,0,0.00,63.3841,135,86,0.00,0.0000,0.00,0.00,939
36,1.000000,0,0.00,66.6832,202,137,0.00,0.0000,0.00,0.00,961
37,1.000000,0,0.00,65.1431,149,107,0.00,4.8797,7138.44,720.00,953
38,1.000000,0,0.00,62.7550,134,85,0.00,0.0000,0.00,0.00,933
39,1.000000,0,0.00,63.4975,147,106,0.00,0.0000,0.00,0.00,994
40,1.000000,0,0.00,64.0044,135,99,0.00,0.0000,0.00,0.00,906
41,1.000000,0,0.00,63.6014,137,99,0.00,0.0000,0.00,0.00,941
42,1.000000,0,0.00,64.7553,166,118,0.00,0.0000,0.00,0.00,956
43,1.000000,0,0.00,63.3405,137,107,0.00,0.0000,0.00,0.00,937
44,1.000000,0,0.00,63.3636,143,93,0.00,0.0000,0.00,0.00,997
45,1.000000,0,0.00,63.0241,129,82,0.00,0.0000,0.00,0.00,931
46,1.000000,0,0.00,62.8362,123,90,0.00,0.0000,0.00,0.00,920
47,1.000000,0,0.00,63.9444,147,112,0.00,0.0000,0.00,0.00,955
48,1.000000,0,0.00,64.6888,157,111,0.00,0.0000,0.00,0.00,981
49,1.000000,0,0.00,65.1378,159,117,0.00,0.0000,0.00,0.00,940
50,1.000000,0,0.00,63.4282,142,91,0.00,38.6143,12774.28,1440.00,976
