run_id,lineAvailability,unplannedDowntimeCount,unplannedDowntimeMinutes,avgCycleMinutes,changeoverEventCount,wipPeak,rippleEffectMinutes,failurePredictionLeadTime,maintenanceCost,plannedMaintMinutes,completedCount
1,1.000000,0,0.00,63.7827,136,104,0.00,0.0000,0.00,0.00,953
2,1.000000,0,0.00,63.3853,123,83,0.00,2.9760,13443.70,720.00,909
3,1.000000,0,0.00,63.0808,140,94,0.00,17.6505,21197.24,1440.00,988
4,1.000000,0,0.00,63.6805,135,88,0.00,0.0000,0.00,0.00,957
5,1.000000,0,0.00,64.1174,147,99,0.00,0.0000,0.00,0.00,968
6,1.000000,0,0.00,64.5420,165,118,0.00,71.9770,7013.12,720.00,983
7,1.000000,0,0.00,64.7921,178,129,0.00,0.0000,0.00,0.00,992
8,1.000000,0,0.00,64.9052,138,99,0.00,0.0000,0.00,0.00,972
9,1.000000,0,0.00,64.2183,153,120,0.00,20.1807,12171.90,1440.00,936
10,1.000000,0,0.00,64.2457,133,86,0.00,39.5669,16214.73,1440.00,928
11,1.000000,0,0.00,64.0383,159,110,0.00,0.0000,0.00,0.00,930
12,1.000000,0,0.00,61.9398,104,70,0.00,13.8873,15164.59,1440.00,960
13,1.000000,0,0.00,64.5387,145,114,0.00,71.9805,7216.85,720.00,939
14,1.000000,0,0.00,63.0309,128,81,0.00,0.0000,0.00,0.00,931
15,1.000000,0,0.00,63.5730,148,112,0.00,34.3623,23532.10,1440.00,999
16,1.000000,0,0.00,63.7099,144,107,0.00,0.0000,0.00,0.00,994
17,1.000000,0,0.00,63.2700,134,94,0.00,21.0381,8065.32,720.00,939
18,1.000000,0,0.00,64.3136,158,105,0.00,0.0000,0.00,0.00,979
19,1.000000,0,0.00,63.5996,131,99,0.00,0.0000,0.00,0.00,955
20,1.000000,0,0.00,63.1565,127,94,0.00,0.0000,0.00,0.00,935
21,1.000000,0,0.00,64.6481,160,114,0.00,0.0000,0.00,0.00,950
22,1.000000,0,0.00,66.3745,161,125,0.00,0.0000,0.00,0.00,941
23,1.000000,0,0.00,62.6820,133,90,0.00,0.0000,0.00,0.00,945
24,1.000000,0,0.00,64.9029,150,110,0.00,9.3598,12475.11,720.00,904
25,1.000000,0,0.00,64.0663,138,97,0.00,0.0000,0.00,0.00,937
26,1.000000,0,0.00,62.7991,126,92,0.00,0.0000,0.00,0.00,1002
27,1.000000,0,0.00,63.4533,133,92,0.00,37.1086,9342.93,720.00,941
28,1.000000,0,0.00,63.9569,142,91,0.00,5.9062,14132.51,720.00,983
29,1.000000,0,0.00,63.7590,151,108,0.00,0.0000,0.00,0.00,987
30,1.000000,0,0.00,63.1591,120,76,0.00,0.0000,0.00,0.00,947
31,1.000000,0,0.00,63.5708,131,88,0.00,0.0000,0.00,0.00,984
32,1.000000,0,0.00,63.0277,138,98,0.00,28.9389,13598.91,1440.00,934
33,1.000000,0,0.00,64.0383,142,105,0.00,0.0000,0.00,0.00,961
34,1.000000,0,0.00,63.9253,150,100,0.00,37.4972,4062.20,1440.00,941
35,1.000000,0,0.00,63.3841,135,86,0.00,0.0000,0.00,0.00,939
36,1.000000,0,0.00,66.6832,202,137,0.00,0.0000,0.00,0.00,961
37,1.000000,0,0.00,65.8471,150,111,0.00,8.6845,14950.84,1440.00,937
38,1.000000,0,0.00,62.8053,136,86,0.00,21.3139,13434.11,720.00,935
39,1.000000,0,0.00,63.5483,149,106,0.00,43.3671,8193.29,720.00,995
40,1.000000,0,0.00,64.3596,150,104,0.00,33.5763,13574.10,1440.00,960
41,1.000000,0,0.00,63.0393,133,93,0.00,26.4258,10759.48,720.00,959
42,1.000000,0,0.00,64.7553,166,118,0.00,0.0000,0.00,0.00,956
43,1.000000,0,0.00,63.3405,137,107,0.00,0.0000,0.00,0.00,937
44,1.000000,0,0.00,63.4671,146,90,0.00,0.0000,0.00,0.00,997
45,1.000000,0,0.00,63.0241,129,82,0.00,0.0000,0.00,0.00,931
46,1.000000,0,0.00,62.8362,123,90,0.00,0.0000,0.00,0.00,920
47,1.000000,0,0.00,63.9444,147,112,0.00,0.0000,0.00,0.00,955
48,1.000000,0,0.00,64.6888,157,111,0.00,0.0000,0.00,0.00,981
49,1.000000,0,0.00,65.1378,159,117,0.00,0.0000,0.00,0.00,940
50,1.000000,0,0.00,64.2770,165,110,0.00,52.0523,13710.94,720.00,960
